,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
914,Didier Zokora,Defensive Midfield,28,Spurs,Premier League,Sevilla FC,LaLiga,2009-2010,8500000.0,9000000
915,Vladimir Bystrov,Right Midfield,25,Spartak Moscow,Premier Liga,Zenit S-Pb,Premier Liga,2009-2010,6300000.0,9000000
916,Eljero Elia,Left Winger,22,FC Twente,Eredivisie,Hamburger SV,1.Bundesliga,2009-2010,6000000.0,9000000
917,Mehmet Topuz,Right Midfield,25,Kayserispor,Süper Lig,Fenerbahce,Süper Lig,2009-2010,5700000.0,9000000
918,Stephen Warnock,Left-Back,27,Blackburn,Premier League,Aston Villa,Premier League,2009-2010,5100000.0,9000000
919,Mevlüt Erdinc,Centre-Forward,22,FC Sochaux,Ligue 1,Paris SG,Ligue 1,2009-2010,7500000.0,8500000
920,Camilo Zúñiga,Right-Back,23,Siena,Serie A,SSC Napoli,Serie A,2009-2010,1800000.0,8500000
921,Marko Marin,Left Winger,20,Bor. M'gladbach,1.Bundesliga,Werder Bremen,1.Bundesliga,2009-2010,9000000.0,8200000
922,Djibril Cissé,Centre-Forward,27,Marseille,Ligue 1,Panathinaikos,Super League,2009-2010,10500000.0,8000000
923,Zdravko Kuzmanovic,Central Midfield,21,Fiorentina,Serie A,VfB Stuttgart,1.Bundesliga,2009-2010,8000000.0,8000000
924,Oleksandr Aliyev,Attacking Midfield,24,Dynamo Kyiv,Premier Liga,Loko Moscow,Premier Liga,2009-2010,7000000.0,8000000
925,Demy de Zeeuw,Central Midfield,26,AZ Alkmaar,Eredivisie,AFC Ajax,Eredivisie,2009-2010,6500000.0,8000000
926,Cédric Carrasso,Goalkeeper,27,Toulouse,Ligue 1,G. Bordeaux,Ligue 1,2009-2010,6000000.0,8000000
927,Adam Johnson,Right Winger,22,Middlesbrough,Championship,Man City,Premier League,2009-2010,4500000.0,8000000
928,Douglas Costa,Right Winger,19,Grêmio,Série A,Shakhtar D.,Premier Liga,2009-2010,4000000.0,8000000
929,Rodrigo Tabata,Attacking Midfield,28,Gaziantepspor,Süper Lig,Besiktas,Süper Lig,2009-2010,3500000.0,8000000
930,Eduardo Salvio,Right Winger,19,Lanús,Torneo Final,Atlético Madrid,LaLiga,2009-2010,3500000.0,8000000
931,Dejan Lovren,Centre-Back,20,Dinamo Zagreb,1.HNL,Olympique Lyon,Ligue 1,2009-2010,2500000.0,8000000
932,Danijel Pranjic,Left-Back,27,Heerenveen,Eredivisie,Bayern Munich ,1.Bundesliga,2009-2010,9000000.0,7700000
933,Kevin Doyle,Centre-Forward,25,Reading,Championship,Wolves,Premier League,2009-2010,4000000.0,7600000
934,Abdul Kader Keita,Right Winger,27,Olympique Lyon,Ligue 1,Galatasaray,Süper Lig,2009-2010,8000000.0,7500000
935,Ramires,Central Midfield,22,Cruzeiro,Série A,Benfica,Liga NOS,2009-2010,8000000.0,7500000
936,Leandro,Centre-Forward,24,Gamba Osaka,J1 League,Al Sadd, Qatar,2009-2010,2500000.0,7500000
937,Alessandro Rosina,Second Striker,25,Torino,Serie B,Zenit S-Pb,Premier Liga,2009-2010,11000000.0,7300000
938,Daniel Sturridge,Centre-Forward,19,Man City,Premier League,Chelsea,Premier League,2009-2010,3000000.0,7250000
939,Lúcio,Centre-Back,31,Bayern Munich ,1.Bundesliga,Inter,Serie A,2009-2010,18000000.0,7000000
940,Elano,Attacking Midfield,28,Man City,Premier League,Galatasaray,Süper Lig,2009-2010,12500000.0,7000000
941,Josip Simunic,Centre-Back,31,Hertha BSC,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2009-2010,9000000.0,7000000
942,Karim Ziani,Attacking Midfield,26,Marseille,Ligue 1,VfL Wolfsburg,1.Bundesliga,2009-2010,6500000.0,7000000
943,Cristian,Defensive Midfield,26,Corinthians,Série A,Fenerbahce,Süper Lig,2009-2010,6000000.0,7000000
944,Nikola Kalinic,Centre-Forward,21,Hajduk Split,1.HNL,Blackburn,Premier League,2009-2010,6000000.0,7000000
945,Thiago Neves,Attacking Midfield,24,Hamburger SV,1.Bundesliga,Hilal,Professional League,2009-2010,5000000.0,7000000
946,Robert Huth,Centre-Back,24,Middlesbrough,Championship,Stoke City,Premier League,2009-2010,4000000.0,7000000
947,Javi García,Defensive Midfield,22,Real Madrid,LaLiga,Benfica,Liga NOS,2009-2010,4000000.0,7000000
948,Lee Cattermole,Defensive Midfield,21,Wigan,Premier League,Sunderland,Premier League,2009-2010,3700000.0,7000000
949,Hugo Campagnaro,Centre-Back,29,Sampdoria,Serie A,SSC Napoli,Serie A,2009-2010,3200000.0,7000000
950,Emiliano Viviano,Goalkeeper,23,Brescia,Serie B,Inter,Serie A,2009-2010,3000000.0,7000000
951,Javier Pastore,Attacking Midfield,20,Huracán,Torneo Final,US Palermo,Serie A,2009-2010,3000000.0,7000000
952,José Sand,Centre-Forward,29,Lanús,Torneo Final,Al-Ain FC, United Arab Emirates,2009-2010,4500000.0,6950000
953,Richard Dunne,Centre-Back,29,Man City,Premier League,Aston Villa,Premier League,2009-2010,9500000.0,6800000
954,Johnny Heitinga,Centre-Back,25,Atlético Madrid,LaLiga,Everton,Premier League,2009-2010,8000000.0,6800000
955,Adem Ljajic,Attacking Midfield,18,Partizan,SuperLiga,Fiorentina,Serie A,2009-2010,4500000.0,6800000
956,Alessandro Diamanti,Second Striker,26,AS Livorno,Serie A,West Ham,Premier League,2009-2010,3500000.0,6800000
957,Aleksandr Kerzhakov,Centre-Forward,27,Dinamo Moscow,Premier Liga,Zenit S-Pb,Premier Liga,2009-2010,8500000.0,6500000
958,Sylvain Distin,Centre-Back,31,Portsmouth,Premier League,Everton,Premier League,2009-2010,8300000.0,6500000
959,Souleymane Diawara,Centre-Back,30,G. Bordeaux,Ligue 1,Marseille,Ligue 1,2009-2010,7500000.0,6500000
960,Florent Sinama-Pongolle,Second Striker,25,Atlético Madrid,LaLiga,Sporting CP,Liga NOS,2009-2010,7000000.0,6500000
961,Gervinho,Left Winger,22,Le Mans,Ligue 1,LOSC Lille,Ligue 1,2009-2010,6000000.0,6500000
962,Mark González,Left Winger,25,Real Betis,LaLiga2,CSKA Moscow,Premier Liga,2009-2010,5000000.0,6500000
963,Álvaro Pereira,Left-Back,23,CFR Cluj,Liga 1,FC Porto,Liga NOS,2009-2010,3250000.0,6500000
964,Savio Nsereko,Right Winger,20,West Ham,Premier League,Fiorentina,Serie A,2009-2010,4000000.0,6200000
965,Gonzalo Bergessio,Centre-Forward,25,San Lorenzo,Torneo Final,Saint-Étienne,Ligue 1,2009-2010,3300000.0,6200000
966,Wagner,Attacking Midfield,24,Cruzeiro,Série A,Loko Moscow,Premier Liga,2009-2010,4500000.0,6000000
967,David Rozehnal,Centre-Back,29,Lazio,Serie A,Hamburger SV,1.Bundesliga,2009-2010,4000000.0,6000000
968,Matuzalém,Defensive Midfield,29,Real Zaragoza,LaLiga,Lazio,Serie A,2009-2010,4000000.0,6000000
969,Alex Teixeira,Attacking Midfield,20,Vasco da Gama,Série A,Shakhtar D.,Premier Liga,2009-2010,3500000.0,6000000
970,Keisuke Honda,Right Winger,23,VVV-Venlo,Eredivisie,CSKA Moscow,Premier Liga,2009-2010,3000000.0,6000000
971,Iván Marcano,Centre-Back,22,Racing,LaLiga,Villarreal CF,LaLiga,2009-2010,3000000.0,6000000
972,Oscar,Attacking Midfield,18,São Paulo,Série A,Internacional,Série A,2009-2010,500000.0,6000000
973,Younès Kaboul,Centre-Back,24,Portsmouth,Premier League,Spurs,Premier League,2009-2010,5700000.0,5900000
974,Roger Johnson,Centre-Back,26,Cardiff,Championship,Birmingham,Premier League,2009-2010,2000000.0,5900000
975,Kyle Naughton,Right-Back,20,Sheffield Utd.,Championship,Spurs,Premier League,2009-2010,400000.0,5900000
976,Kyle Walker,Right-Back,19,Sheffield Utd.,Championship,Spurs,Premier League,2009-2010,50000.0,5900000
977,Lorik Cana,Centre-Back,25,Marseille,Ligue 1,Sunderland,Premier League,2009-2010,14000000.0,5800000
978,Tuncay Sanli,Left Winger,27,Middlesbrough,Championship,Stoke City,Premier League,2009-2010,9800000.0,5700000
979,Davi,Centre-Forward,25,Nagoya Grampus,J1 League,Umm Salal, Qatar,2009-2010,3000000.0,5700000
980,James Collins,Centre-Back,26,West Ham,Premier League,Aston Villa,Premier League,2009-2010,2000000.0,5700000
981,Bryan Ruíz,Left Midfield,23,KAA Gent,Jupiler Pro League,FC Twente,Eredivisie,2009-2010,5000000.0,5500000
982,Ikechukwu Uche,Centre-Forward,25,Getafe CF,LaLiga,Real Zaragoza,LaLiga,2009-2010,4000000.0,5500000
983,Sergio Asenjo,Goalkeeper,20,Real Valladolid,LaLiga,Atlético Madrid,LaLiga,2009-2010,4000000.0,5500000
984,Lorenzo De Silvestri,Right-Back,21,Lazio,Serie A,Fiorentina,Serie A,2009-2010,3200000.0,5500000
985,Ismail Köybasi,Left-Back,20,Gaziantepspor,Süper Lig,Besiktas,Süper Lig,2009-2010,2500000.0,5500000
986,Falcao,Centre-Forward,23,River Plate,Torneo Final,FC Porto,Liga NOS,2009-2010,6500000.0,5430000
987,Houssine Kharja,Central Midfield,26,Siena,Serie A,Genoa,Serie A,2009-2010,4000000.0,5200000
988,James McCarthy,Central Midfield,18,Hamilton Acad.,Premiership,Wigan,Premier League,2009-2010,1250000.0,5100000
989,Maxwell,Left-Back,27,Inter,Serie A,FC Barcelona,LaLiga,2009-2010,13500000.0,5000000
990,Álvaro Negredo,Centre-Forward,23,UD Almería,LaLiga,Real Madrid,LaLiga,2009-2010,12000000.0,5000000
991,Marco Amelia,Goalkeeper,27,US Palermo,Serie A,Genoa,Serie A,2009-2010,10000000.0,5000000
992,Fernando Belluschi,Attacking Midfield,25,Olympiacos,Super League,FC Porto,Liga NOS,2009-2010,8500000.0,5000000
993,André Santos,Attacking Midfield,26,Corinthians,Série A,Fenerbahce,Süper Lig,2009-2010,6000000.0,5000000
994,Danko Lazovic,Second Striker,26,PSV Eindhoven,Eredivisie,Zenit S-Pb,Premier Liga,2009-2010,5500000.0,5000000
995,Réver,Centre-Back,25,Grêmio,Série A,VfL Wolfsburg,1.Bundesliga,2009-2010,5500000.0,5000000
996,Javier Saviola,Second Striker,27,Real Madrid,LaLiga,Benfica,Liga NOS,2009-2010,5000000.0,5000000
997,Matteo Ferrari,Centre-Back,29,Genoa,Serie A,Besiktas,Süper Lig,2009-2010,5000000.0,5000000
998,Rubinho,Goalkeeper,27,Genoa,Serie A,US Palermo,Serie A,2009-2010,5000000.0,5000000
999,Miguel Ángel Moyà,Goalkeeper,25,RCD Mallorca,LaLiga,Valencia CF,LaLiga,2009-2010,5000000.0,5000000
1000,Yevgen Seleznov,Centre-Forward,24,Shakhtar D.,Premier Liga,Dnipro,Premier Liga,2009-2010,4250000.0,5000000
1001,Roman Eremenko,Attacking Midfield,22,Udinese Calcio,Serie A,Dynamo Kyiv,Premier Liga,2009-2010,3500000.0,5000000
1002,Franco Semioli,Right Winger,29,Fiorentina,Serie A,Sampdoria,Serie A,2009-2010,3000000.0,5000000
1003,Boubacar Sanogo,Centre-Forward,26,Werder Bremen,1.Bundesliga,Saint-Étienne,Ligue 1,2009-2010,3000000.0,5000000
1004,Fernando Baiano,Centre-Forward,30,Al-Jazira, United Arab Emirates,Al-Wahda FC, United Arab Emirates,2009-2010,3000000.0,5000000
1005,Daniele Vantaggiato,Centre-Forward,25,Parma,Serie A,Padova,Serie B,2009-2010,3000000.0,5000000
1006,Erwin Hoffer,Centre-Forward,22,Rapid Vienna,Bundesliga,SSC Napoli,Serie A,2009-2010,2600000.0,5000000
1007,Alan Kasaev,Left Winger,23,Kuban Krasnodar,Premier Liga,Rubin Kazan,Premier Liga,2009-2010,2500000.0,5000000
1008,Riccardo Meggiorini,Second Striker,23,Inter,Serie A,Genoa,Serie A,2009-2010,1800000.0,5000000
1009,Andrea Pisanu,Right Midfield,28,Parma,Serie A,Bologna,Serie A,2009-2010,1750000.0,5000000
1010,Alessandro Budel,Defensive Midfield,28,Parma,Serie A,Brescia,Serie B,2009-2010,850000.0,5000000
1011,Rodrigo Palacio,Centre-Forward,27,Boca Juniors,Torneo Final,Genoa,Serie A,2009-2010,9500000.0,4900000
1012,Pavel Pogrebnyak,Centre-Forward,25,Zenit S-Pb,Premier Liga,VfB Stuttgart,1.Bundesliga,2009-2010,9000000.0,4800000
1013,Zat Knight,Centre-Back,29,Aston Villa,Premier League,Bolton,Premier League,2009-2010,5000000.0,4700000
1014,Michael Chopra,Centre-Forward,25,Sunderland,Premier League,Cardiff,Championship,2009-2010,4500000.0,4700000
1015,Steven Fletcher,Centre-Forward,22,Hibernian FC,Premiership,Burnley,Premier League,2009-2010,4000000.0,4700000
1016,Igor Semshov,Central Midfield,31,Zenit S-Pb,Premier Liga,Dinamo Moscow,Premier Liga,2009-2010,3500000.0,4700000
1017,Franco Zuculini,Central Midfield,18,Racing Club,Torneo Final,TSG Hoffenheim,1.Bundesliga,2009-2010,3000000.0,4600000
1018,Alberto Zapater,Defensive Midfield,24,Real Zaragoza,LaLiga,Genoa,Serie A,2009-2010,8000000.0,4500000
1019,Marco Marchionni,Right Midfield,29,Juventus,Serie A,Fiorentina,Serie A,2009-2010,6000000.0,4500000
1020,Aleksandr Samedov,Right Winger,25,FK Moskau, Russia,Dinamo Moscow,Premier Liga,2009-2010,3800000.0,4500000
1021,Özer Hurmaci,Attacking Midfield,22,Osmanlispor,Süper Lig,Fenerbahce,Süper Lig,2009-2010,3500000.0,4500000
1022,Kevin-Prince Boateng,Central Midfield,22,Spurs,Premier League,Portsmouth,Premier League,2009-2010,3000000.0,4500000
1023,Édgar Barreto,Central Midfield,24,Reggina,Serie B,Atalanta,Serie A,2009-2010,2500000.0,4500000
1024,Reginaldo,Centre-Forward,25,Parma,Serie A,Siena,Serie A,2009-2010,2000000.0,4500000
1025,Nenê,Centre-Forward,25,Nacional,Liga NOS,Cagliari Calcio,Serie A,2009-2010,2000000.0,4500000
1026,Maicosuel,Left Winger,23,Desp. Brasil, Brazil,TSG Hoffenheim,1.Bundesliga,2009-2010,2000000.0,4500000
1027,Mame Diouf,Centre-Forward,21,Molde FK,Eliteserien,Man Utd,Premier League,2009-2010,2000000.0,4500000
1028,Leandro Almeida,Centre-Back,22,Atlético-MG,Série A,Dynamo Kyiv,Premier Liga,2009-2010,1500000.0,4500000
1029,Marc-Antoine Fortuné,Centre-Forward,28,AS Nancy,Ligue 1,Celtic,Premiership,2009-2010,3600000.0,4400000
1030,Scott McDonald,Centre-Forward,26,Celtic,Premiership,Middlesbrough,Championship,2009-2010,6000000.0,4300000
1031,Nihat Kahveci,Centre-Forward,29,Villarreal CF,LaLiga,Besiktas,Süper Lig,2009-2010,10000000.0,4250000
1032,Alex Frei,Centre-Forward,30,Bor. Dortmund,1.Bundesliga,FC Basel,Super League,2009-2010,8000000.0,4250000
1033,Aquivaldo Mosquera,Centre-Back,28,Sevilla FC,LaLiga,América,Liga MX Clausura,2009-2010,4000000.0,4200000
1034,Raúl Bobadilla,Centre-Forward,22,Grasshoppers,Super League,Bor. M'gladbach,1.Bundesliga,2009-2010,4000000.0,4200000
1035,Mats Hummels,Centre-Back,20,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2009-2010,4000000.0,4200000
1036,Edgaras Cesnauskis,Left Midfield,25,FK Moskau, Russia,Dinamo Moscow,Premier Liga,2009-2010,3700000.0,4200000
1037,Lucas Barrios,Centre-Forward,24,Colo Colo,Primera División,Bor. Dortmund,1.Bundesliga,2009-2010,2400000.0,4200000
1038,Fraizer Campbell,Centre-Forward,21,Man Utd,Premier League,Sunderland,Premier League,2009-2010,2800000.0,4100000
1039,Douglas,Attacking Midfield,27,Corinthians,Série A,Al-Wasl, United Arab Emirates,2009-2010,2700000.0,4100000
1040,Álvaro Arbeloa,Right-Back,26,Liverpool,Premier League,Real Madrid,LaLiga,2009-2010,11000000.0,4000000
1041,Pedro León,Right Winger,22,Real Valladolid,LaLiga,Getafe CF,LaLiga,2009-2010,6000000.0,4000000
1042,Damien Duff,Right Midfield,30,Newcastle,Championship,Fulham,Premier League,2009-2010,5700000.0,4000000
1043,Zé Roberto,Left Midfield,35,Nacional,Primera División,Hamburger SV,1.Bundesliga,2009-2010,5000000.0,4000000
1044,Ibson,Central Midfield,25,FC Porto,Liga NOS,Spartak Moscow,Premier Liga,2009-2010,5000000.0,4000000
1045,Mathieu Coutadeur,Central Midfield,23,Le Mans,Ligue 1,Monaco,Ligue 1,2009-2010,5000000.0,4000000
1046,Esteban Granero,Central Midfield,22,Getafe CF,LaLiga,Real Madrid,LaLiga,2009-2010,5000000.0,4000000
1047,Pablo Barrientos,Right Winger,24,FK Moskau,Premier Liga,Catania,Serie A,2009-2010,4200000.0,4000000
1048,Stephen Hunt,Left Midfield,28,Reading,Championship,Hull City,Premier League,2009-2010,4000000.0,4000000
1049,Orlando Engelaar,Defensive Midfield,29,FC Schalke 04,1.Bundesliga,PSV Eindhoven,Eredivisie,2009-2010,3500000.0,4000000
1050,Michaël Ciani,Centre-Back,25,FC Lorient,Ligue 1,G. Bordeaux,Ligue 1,2009-2010,3000000.0,4000000
1051,Sebastián Leto,Left Winger,22,Liverpool,Premier League,Panathinaikos,Super League,2009-2010,3000000.0,4000000
1052,Gabriel Obertan,Right Winger,20,G. Bordeaux,Ligue 1,Man Utd,Premier League,2009-2010,3000000.0,4000000
1053,Brown Ideye,Centre-Forward,21,Neuchâtel Xamax,Super League,FC Sochaux,Ligue 1,2009-2010,3000000.0,4000000
1054,Gaël Givet,Centre-Back,27,Marseille,Ligue 1,Blackburn,Premier League,2009-2010,2700000.0,4000000
1055,Éder Luís,Right Winger,24,Atlético-MG,Série A,Benfica,Liga NOS,2009-2010,2000000.0,4000000
1056,Juan Forlín,Centre-Back,21,Boca Juniors,Torneo Final,Espanyol,LaLiga,2009-2010,2000000.0,4000000
1057,Maicón,Right Winger,20,Desp. Brasil, Brazil,Loko Moscow,Premier Liga,2009-2010,2000000.0,4000000
1058,Danilo Silva,Centre-Back,23,Internacional,Série A,Dynamo Kyiv,Premier Liga,2009-2010,1400000.0,4000000
1059,Éverton,Left Winger,21,Desp. Brasil, Brazil,Tigres UANL,Liga MX Clausura,2009-2010,1300000.0,4000000
1060,Nicolás Lodeiro,Attacking Midfield,20,Nacional,Primera División,AFC Ajax,Eredivisie,2009-2010,1250000.0,4000000
1061,Leandro Caruso,Centre-Forward,27,CD Godoy Cruz,Torneo Final,Udinese Calcio,Serie A,2009-2010,1000000.0,4000000
1062,Victor Ramos,Centre-Back,20,EC Vitória,Série A,Standard Liège,Jupiler Pro League,2009-2010,900000.0,4000000
1063,Pablo Fontanello,Centre-Back,24,Tigre,Torneo Final,Parma,Serie A,2009-2010,800000.0,4000000
1064,Scott Dann,Centre-Back,22,Coventry City,Championship,Birmingham,Premier League,2009-2010,750000.0,4000000
1065,Leonardo Bonucci,Centre-Back,22,Inter,Serie A,Genoa,Serie A,2009-2010,400000.0,4000000
1066,Alejandro Faurlín,Central Midfield,22,Instituto,Primera B Nacional,QPR,Championship,2009-2010,6000000.0,4000000
1067,Eren Derdiyok,Centre-Forward,21,FC Basel,Super League,Bay. Leverkusen,1.Bundesliga,2009-2010,5000000.0,3800000
1068,Radoslav Kovac,Centre-Back,29,Spartak Moscow,Premier Liga,West Ham,Premier League,2009-2010,4500000.0,3800000
1069,Andrea Dossena,Left Midfield,28,Liverpool,Premier League,SSC Napoli,Serie A,2009-2010,6000000.0,3750000
1070,Asmir Begovic,Goalkeeper,22,Portsmouth,Premier League,Stoke City,Premier League,2009-2010,1500000.0,3750000
1071,Emiliano Moretti,Centre-Back,28,Valencia CF,LaLiga,Genoa,Serie A,2009-2010,8000000.0,3700000
1072,Thomas Kahlenberg,Central Midfield,26,AJ Auxerre,Ligue 1,VfL Wolfsburg,1.Bundesliga,2009-2010,4500000.0,3700000
1073,Mateja Kezman,Centre-Forward,30,Fenerbahce,Süper Lig,Paris SG,Ligue 1,2009-2010,2700000.0,3700000
1074,Matías Fernández,Attacking Midfield,23,Villarreal CF,LaLiga,Sporting CP,Liga NOS,2009-2010,7000000.0,3640000
1075,Juan Arango,Left Winger,29,RCD Mallorca,LaLiga,Bor. M'gladbach,1.Bundesliga,2009-2010,7000000.0,3600000
1076,Daniel Montenegro,Attacking Midfield,30,Independiente,Torneo Final,América,Liga MX Clausura,2009-2010,6200000.0,3600000
1077,Antonio Mirante,Goalkeeper,26,Sampdoria,Serie A,Parma,Serie A,2009-2010,2000000.0,3600000
1078,Carlos Villanueva,Attacking Midfield,23,Audax Italiano,Primera División,Al-Shabab, United Arab Emirates,2009-2010,1900000.0,3600000
1079,Konstantinos Katsouranis,Defensive Midfield,30,Benfica,Liga NOS,Panathinaikos,Super League,2009-2010,7000000.0,3500000
1080,Hérita Ilunga,Left-Back,27,Toulouse,Ligue 1,West Ham,Premier League,2009-2010,5500000.0,3500000
1081,Gelson Fernandes,Defensive Midfield,22,Man City,Premier League,Saint-Étienne,Ligue 1,2009-2010,5500000.0,3500000
1082,Christian Giménez,Attacking Midfield,28,CF Pachuca,Liga MX Clausura,CD Cruz Azul,Liga MX Clausura,2009-2010,5000000.0,3500000
1083,Ivan Obradovic,Left-Back,21,Partizan,SuperLiga,Real Zaragoza,LaLiga,2009-2010,4500000.0,3500000
1084,Boško Jankovic,Right Winger,25,US Palermo,Serie A,Genoa,Serie A,2009-2010,4000000.0,3500000
1085,Daniele Mannini,Right Midfield,25,SSC Napoli,Serie A,Sampdoria,Serie A,2009-2010,4000000.0,3500000
1086,Marco Motta,Right-Back,23,Udinese Calcio,Serie A,AS Roma,Serie A,2009-2010,4000000.0,3500000
1087,Paulo Machado,Central Midfield,23,FC Porto,Liga NOS,Toulouse,Ligue 1,2009-2010,3200000.0,3500000
1088,Dean Whitehead,Central Midfield,27,Sunderland,Premier League,Stoke City,Premier League,2009-2010,3000000.0,3500000
1089,Emiliano Viviano,Goalkeeper,23,Inter,Serie A,Bologna,Serie A,2009-2010,3000000.0,3500000
1090,Alexander Tettey,Defensive Midfield,23,Rosenborg BK,Eliteserien,Stade Rennais,Ligue 1,2009-2010,3000000.0,3500000
1091,Mario Bolatti,Defensive Midfield,24,FC Porto,Liga NOS,Fiorentina,Serie A,2009-2010,2500000.0,3500000
1092,Sekou Cissé,Centre-Forward,24,Roda JC,Eredivisie,Feyenoord,Eredivisie,2009-2010,2500000.0,3500000
1093,Seyi Olofinjana,Central Midfield,29,Stoke City,Premier League,Hull City,Premier League,2009-2010,2200000.0,3500000
1094,Michele Paolucci,Centre-Forward,23,Juventus,Serie A,Siena,Serie A,2009-2010,2000000.0,3500000
1095,Craig Gardner,Central Midfield,23,Aston Villa,Premier League,Birmingham,Premier League,2009-2010,2000000.0,3500000
1096,Ched Evans,Centre-Forward,20,Man City,Premier League,Sheffield Utd.,Championship,2009-2010,1200000.0,3500000
1097,Fabián Orellana,Right Winger,23,Audax Italiano,Primera División,Udinese Calcio,Serie A,2009-2010,800000.0,3500000
1098,Marco Parolo,Central Midfield,24,Chievo Verona,Serie A,RC Cesena,Serie B,2009-2010,6000000.0,3500000
1099,Jonathan Pereira,Centre-Forward,22,Villarreal CF,LaLiga,Real Betis,LaLiga2,2009-2010,3000000.0,3400000
1100,Quincy Owusu-Abeyie,Left Winger,23,Spartak Moscow,Premier Liga,Al Sadd, Qatar,2009-2010,1000000.0,3400000
1101,Míchel,Central Midfield,24,Sporting Gijón,LaLiga,Birmingham,Premier League,2009-2010,2400000.0,3300000
1102,Sebastián Prediger,Defensive Midfield,22,Colón,Torneo Final,FC Porto,Liga NOS,2009-2010,2200000.0,3300000
1103,Michele Paolucci,Centre-Forward,23,Udinese Calcio,Serie A,Juventus,Serie A,2009-2010,2000000.0,3300000
1104,Fernando Torres,Centre-Forward,26,Liverpool,Premier League,Chelsea,Premier League,2010-2011,50000000.0,58500000
1105,Andy Carroll,Centre-Forward,22,Newcastle,Premier League,Liverpool,Premier League,2010-2011,2500000.0,41000000
1106,David Villa,Centre-Forward,28,Valencia CF,LaLiga,FC Barcelona,LaLiga,2010-2011,45000000.0,40000000
1107,Edin Dzeko,Centre-Forward,24,VfL Wolfsburg,1.Bundesliga,Man City,Premier League,2010-2011,30000000.0,37000000
